Material,Wholesaler,HLs,Dates,Date Difference
20614,29750335,"[4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 8.4]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-08-30 00:00:00'), Timestamp('2019-11-21 00:00:00'), Timestamp('2020-05-14 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-10-07 00:00:00')]","[29, 83, 175, 28, 22, 21, 27, 48, 1]"
20614,29986364,"[8.4, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 1.2, 0.6, 1.8, 4.2, 4.2]","[Timestamp('2019-10-01 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2020-02-11 00:00:00'), Timestamp('2020-05-12 00:00:00'), Timestamp('2020-05-22 00:00:00'), Timestamp('2020-05-27 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-10-07 00:00:00'), Timestamp('2020-11-05 00:00:00'), Timestamp('2020-11-25 00:00:00'), Timestamp('2020-12-11 00:00:00'), Timestamp('2020-12-17 00:00:00')]","[56, 77, 91, 10, 5, 14, 20, 20, 18, 11, 14, 13, 23, 29, 20, 16, 6, 1]"
20614,29983887,"[4.2, 4.2]","[Timestamp('2019-11-27 00:00:00'), Timestamp('2020-07-01 00:00:00')]","[217, 1]"
63481,29378784,"[0.48, 0.48, 0.48, 0.48, 0.48]","[Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-09-15 00:00:00')]","[10, 28, 6, 40, 1]"
63481,29379853,"[6.72, 6.72, 6.72, 3.36, 3.36, 3.36, 6.72, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 6.72, 6.72, 6.72, 10.08, 6.72, 6.72, 20.16, 10.08, 16.8, 20.16, 6.72, 3.36, 3.36, 3.36, 3.36]","[Timestamp('2019-09-23 00:00:00'), Timestamp('2019-12-21 00:00:00'), Timestamp('2020-02-04 00:00:00'), Timestamp('2020-04-07 00:00:00'), Timestamp('2020-04-16 00:00:00'), Timestamp('2020-04-27 00:00:00'), Timestamp('2020-05-02 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-01 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-12-31 00:00:00'), Timestamp('2021-01-11 00:00:00'), Timestamp('2021-02-03 00:00:00'), Timestamp('2021-02-16 00:00:00')]","[89, 45, 63, 9, 11, 5, 4, 14, 5, 1, 9, 1, 5, 9, 6, 7, 6, 20, 4, 5, 7, 6, 28, 106, 11, 23, 13, 1]"
63481,29379855,"[3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 1.32, 3.36, 3.36, 3.36, 3.36]","[Timestamp('2019-08-14 00:00:00'), Timestamp('2019-08-19 00:00:00'), Timestamp('2019-10-07 00:00:00'), Timestamp('2020-01-09 00:00:00'), Timestamp('2020-02-21 00:00:00'), Timestamp('2020-03-16 00:00:00'), Timestamp('2020-05-18 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-06-22 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-10-01 00:00:00'), Timestamp('2020-11-13 00:00:00'), Timestamp('2021-01-25 00:00:00'), Timestamp('2021-02-22 00:00:00')]","[5, 49, 94, 43, 24, 63, 7, 14, 7, 7, 7, 16, 6, 7, 14, 1, 6, 2, 7, 18, 17, 43, 73, 28, 1]"
63481,29379861,"[0.6, 0.48, 0.48, 0.48, 0.96, 0.48, 0.96, 0.48, 1.92, 2.88, 0.48, 1.44, 0.96, 0.96, 1.44]","[Timestamp('2019-10-22 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2020-01-07 00:00:00'), Timestamp('2020-01-28 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-09-15 00:00:00'), Timestamp('2020-10-19 00:00:00'), Timestamp('2020-12-21 00:00:00'), Timestamp('2021-02-01 00:00:00')]","[27, 50, 21, 132, 45, 6, 7, 6, 6, 7, 22, 34, 63, 42, 1]"
63481,29379635,[1.44],[Timestamp('2019-09-23 00:00:00')],[1]
63481,29379829,"[20.16, 3.36, 1.44, 1.44, 6.72, 2.4, 6.72, 3.36, 3.36, 3.36, 3.36, 6.72, 10.08, 6.72, 3.36, 0.0, 6.72, 3.36, 3.36, 3.36, 3.36]","[Timestamp('2019-08-27 00:00:00'), Timestamp('2019-10-21 00:00:00'), Timestamp('2020-01-10 00:00:00'), Timestamp('2020-02-06 00:00:00'), Timestamp('2020-02-27 00:00:00'), Timestamp('2020-04-28 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-10 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-04 00:00:00'), Timestamp('2020-09-11 00:00:00'), Timestamp('2020-10-19 00:00:00'), Timestamp('2020-11-30 00:00:00'), Timestamp('2021-01-19 00:00:00'), Timestamp('2021-02-15 00:00:00')]","[55, 81, 27, 21, 61, 22, 47, 4, 6, 7, 8, 6, 4, 17, 8, 7, 38, 42, 50, 27, 1]"
63481,29635311,"[3.36, 3.36, 3.36, 1.8, 1.8, 3.36, 10.08, 3.36, 6.72, 0.0, 3.36, 3.36, 3.36, 3.36]","[Timestamp('2019-08-13 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-10-21 00:00:00'), Timestamp('2020-04-27 00:00:00'), Timestamp('2020-05-11 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-08-31 00:00:00'), Timestamp('2020-10-09 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-12-08 00:00:00'), Timestamp('2021-01-12 00:00:00')]","[21, 48, 189, 14, 9, 6, 76, 2, 19, 39, 26, 34, 35, 1]"
63481,29378992,"[1.92, 0.96, 0.96, 0.96, 1.44, 0.96]","[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-10-21 00:00:00'), Timestamp('2020-10-23 00:00:00'), Timestamp('2021-01-12 00:00:00')]","[27, 16, 69, 2, 81, 1]"
63481,29595514,"[0.48, 0.48]","[Timestamp('2019-09-09 00:00:00'), Timestamp('2019-09-18 00:00:00')]","[9, 1]"
63481,29379626,"[0.48, 0.6, 1.2, 0.96, 0.48, 0.48, 2.4, 1.44, 1.44, 3.36, 0.96, 0.48, 3.36]","[Timestamp('2019-08-22 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-09-17 00:00:00'), Timestamp('2020-03-04 00:00:00'), Timestamp('2020-05-22 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-09-22 00:00:00'), Timestamp('2021-01-13 00:00:00')]","[12, 14, 169, 79, 12, 14, 29, 5, 8, 20, 35, 113, 1]"
63481,29379862,"[0.48, 0.96, 0.6, 3.36, 0.48, 0.48, 0.48, 1.44, 0.48, 0.48, 0.48, 0.96, 3.36, 0.96, 1.92, 3.36, 1.92, 1.44, 1.92, 0.96, 0.48]","[Timestamp('2019-08-12 00:00:00'), Timestamp('2019-08-26 00:00:00'), Timestamp('2019-09-10 00:00:00'), Timestamp('2019-09-16 00:00:00'), Timestamp('2019-10-15 00:00:00'), Timestamp('2019-10-28 00:00:00'), Timestamp('2019-11-12 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-02-10 00:00:00'), Timestamp('2020-02-17 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-04-20 00:00:00'), Timestamp('2020-05-18 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-08 00:00:00'), Timestamp('2020-09-22 00:00:00'), Timestamp('2021-01-13 00:00:00')]","[14, 15, 6, 29, 13, 15, 69, 21, 7, 14, 49, 28, 30, 19, 14, 16, 20, 14, 14, 113, 1]"
63481,40007881,"[0.0, 3.36, 3.36, 3.36, 3.36]","[Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2020-10-15 00:00:00'), Timestamp('2021-01-13 00:00:00'), Timestamp('2021-02-11 00:00:00')]","[28, 16, 90, 29, 1]"
63481,29379632,"[23.52, 47.04]","[Timestamp('2020-11-27 00:00:00'), Timestamp('2021-01-13 00:00:00')]","[47, 1]"
63481,29379695,"[3.36, 3.36, 3.36, 6.72, 3.36, 3.36, 3.36, 6.72, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 6.72, 3.36, 6.72, 6.72, 0.0, 0.0, 6.72, 3.36, 3.36, 3.36, 3.36, 6.72]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-08-08 00:00:00'), Timestamp('2019-08-16 00:00:00'), Timestamp('2019-09-06 00:00:00'), Timestamp('2019-11-19 00:00:00'), Timestamp('2020-01-24 00:00:00'), Timestamp('2020-02-17 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-04-15 00:00:00'), Timestamp('2020-04-28 00:00:00'), Timestamp('2020-05-13 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-09-10 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-12-16 00:00:00'), Timestamp('2021-01-18 00:00:00'), Timestamp('2021-02-03 00:00:00')]","[3, 8, 21, 74, 66, 24, 8, 50, 13, 15, 7, 8, 7, 1, 10, 14, 10, 7, 27, 7, 13, 6, 3, 19, 36, 42, 33, 16, 1]"
63481,29563814,"[0.48, 2.4, 2.4, 3.36, 2.4, 3.36, 2.4, 2.4, 4.32, 4.32, 6.72]","[Timestamp('2019-09-03 00:00:00'), Timestamp('2019-09-23 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-24 00:00:00'), Timestamp('2021-01-19 00:00:00')]","[20, 161, 65, 19, 32, 39, 9, 14, 28, 117, 1]"
63481,29379067,"[6.72, 6.72, 6.72, 10.08, 6.72, 6.72]","[Timestamp('2020-07-16 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-10-13 00:00:00'), Timestamp('2021-01-19 00:00:00'), Timestamp('2021-02-16 00:00:00')]","[34, 19, 36, 98, 28, 1]"
63481,29379116,"[3.36, 3.36, 3.36, 3.36, 3.36, 6.72, 0.0, 3.36, 6.72]","[Timestamp('2020-05-20 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-09-02 00:00:00'), Timestamp('2020-09-25 00:00:00'), Timestamp('2021-01-22 00:00:00')]","[35, 14, 13, 13, 9, 21, 23, 119, 1]"
63481,29379610,"[0.96, 0.96, 0.96, 1.44, 1.92, 1.44, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36]","[Timestamp('2019-10-25 00:00:00'), Timestamp('2019-12-10 00:00:00'), Timestamp('2019-12-27 00:00:00'), Timestamp('2020-01-10 00:00:00'), Timestamp('2020-04-20 00:00:00'), Timestamp('2020-05-18 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-21 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2021-02-18 00:00:00')]","[46, 17, 14, 101, 28, 8, 2, 8, 49, 18, 10, 3, 178, 1]"
63481,29379283,"[0.6, 0.48, 0.6, 0.6, 0.48, 0.48, 0.48, 4.8, 3.36, 3.36, 1.44, 0.96, 0.0, 0.96, 0.96, 0.96, 2.4, 3.36]","[Timestamp('2019-09-25 00:00:00'), Timestamp('2019-12-03 00:00:00'), Timestamp('2020-01-03 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-01-28 00:00:00'), Timestamp('2020-02-18 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-12-01 00:00:00'), Timestamp('2020-12-02 00:00:00'), Timestamp('2020-12-15 00:00:00'), Timestamp('2021-01-26 00:00:00')]","[69, 31, 10, 15, 21, 14, 93, 42, 11, 9, 9, 20, 13, 76, 1, 13, 42, 1]"
63481,29379684,"[0.6, 1.2, 0.96, 0.96, 0.96, 1.44, 1.92, 0.96]","[Timestamp('2019-08-30 00:00:00'), Timestamp('2019-09-17 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-09-11 00:00:00')]","[18, 251, 15, 27, 24, 13, 30, 1]"
63481,29379651,"[0.96, 1.44, 3.36, 0.48, 0.48, 0.6, 0.96, 1.92, 5.16, 3.36, 3.36, 1.92, 1.44, 3.36, 3.36, 3.36, 1.44, 1.92, 0.96, 0.96, 0.96]","[Timestamp('2019-09-13 00:00:00'), Timestamp('2019-09-23 00:00:00'), Timestamp('2019-10-29 00:00:00'), Timestamp('2020-02-12 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-03-09 00:00:00'), Timestamp('2020-04-22 00:00:00'), Timestamp('2020-05-12 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-09-08 00:00:00'), Timestamp('2020-10-21 00:00:00'), Timestamp('2020-12-10 00:00:00'), Timestamp('2021-01-06 00:00:00'), Timestamp('2021-01-27 00:00:00')]","[10, 36, 106, 19, 7, 44, 20, 16, 7, 6, 22, 14, 13, 8, 6, 27, 43, 50, 27, 21, 1]"
63481,29379820,"[3.36, 0.96, 1.92, 0.48, 0.6, 1.44, 1.44, 0.48, 0.96, 1.92, 10.08, 6.72, 3.36, 3.36, 3.36, 3.36, 0.96, 1.92, 8.16, 0.96, 3.36, 1.44, 3.36, 0.96, 0.96]","[Timestamp('2019-08-02 00:00:00'), Timestamp('2019-08-21 00:00:00'), Timestamp('2019-09-05 00:00:00'), Timestamp('2019-11-19 00:00:00'), Timestamp('2020-01-21 00:00:00'), Timestamp('2020-01-24 00:00:00'), Timestamp('2020-03-09 00:00:00'), Timestamp('2020-05-04 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-10-15 00:00:00'), Timestamp('2021-01-28 00:00:00'), Timestamp('2021-02-08 00:00:00')]","[19, 15, 75, 63, 3, 45, 56, 2, 13, 6, 7, 2, 5, 29, 10, 4, 2, 6, 1, 18, 8, 51, 105, 11, 1]"
63481,29379646,[0.48],[Timestamp('2019-09-23 00:00:00')],[1]
63481,29379556,"[3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 3.36, 1.92, 3.36, 2.4]","[Timestamp('2019-08-22 00:00:00'), Timestamp('2019-08-30 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2020-01-16 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-10 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2020-12-09 00:00:00'), Timestamp('2021-02-15 00:00:00')]","[8, 90, 49, 46, 93, 16, 17, 25, 25, 16, 19, 71, 68, 1]"
63481,29563817,[0.6],[Timestamp('2021-02-02 00:00:00')],[1]
63481,29379625,"[0.48, 0.48, 3.36, 0.96, 0.48, 1.92, 1.44, 1.44, 1.44, 1.92, 0.96, 1.44, 0.48]","[Timestamp('2019-08-09 00:00:00'), Timestamp('2019-08-26 00:00:00'), Timestamp('2019-09-16 00:00:00'), Timestamp('2020-04-28 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-16 00:00:00'), Timestamp('2020-06-22 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-29 00:00:00')]","[17, 21, 225, 36, 6, 7, 6, 37, 8, 12, 9, 33, 1]"
63481,29379622,"[0.48, 0.48]","[Timestamp('2021-02-09 00:00:00'), Timestamp('2021-02-11 00:00:00')]","[2, 1]"
63481,29379692,"[3.36, 0.48, 1.44, 0.48, 0.96, 0.96, 0.0, 0.96]","[Timestamp('2019-08-08 00:00:00'), Timestamp('2019-09-04 00:00:00'), Timestamp('2019-10-28 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2021-02-17 00:00:00')]","[27, 54, 231, 30, 28, 22, 167, 1]"
63481,29379682,[0.96],[Timestamp('2021-02-17 00:00:00')],[1]
63481,29563834,"[0.96, 1.92, 3.36, 3.36, 3.36, 6.72, 3.36, 3.36, 3.36, 3.36]","[Timestamp('2020-03-10 00:00:00'), Timestamp('2020-05-27 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-10-01 00:00:00'), Timestamp('2021-02-18 00:00:00')]","[78, 23, 32, 7, 8, 12, 21, 24, 140, 1]"
63481,29563495,"[1.44, 1.92, 1.44, 0.96, 0.48, 0.48, 1.44, 1.92, 1.44, 0.96, 0.48, 1.2, 1.8, 3.36, 0.96, 3.36, 1.92, 3.36, 3.36, 3.36, 0.0, 3.36, 0.96]","[Timestamp('2019-08-28 00:00:00'), Timestamp('2019-09-24 00:00:00'), Timestamp('2019-10-16 00:00:00'), Timestamp('2019-10-29 00:00:00'), Timestamp('2019-11-06 00:00:00'), Timestamp('2019-12-04 00:00:00'), Timestamp('2019-12-27 00:00:00'), Timestamp('2020-01-06 00:00:00'), Timestamp('2020-01-16 00:00:00'), Timestamp('2020-02-06 00:00:00'), Timestamp('2020-03-06 00:00:00'), Timestamp('2020-04-30 00:00:00'), Timestamp('2020-05-11 00:00:00'), Timestamp('2020-05-29 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-10-09 00:00:00')]","[27, 22, 13, 8, 28, 23, 10, 10, 21, 29, 55, 11, 18, 7, 14, 18, 9, 12, 17, 20, 6, 30, 1]"
63481,29379696,"[0.6, 1.2]","[Timestamp('2019-09-12 00:00:00'), Timestamp('2020-10-13 00:00:00')]","[397, 1]"
63481,29379663,"[0.48, 0.96, 1.2, 1.2, 1.8, 0.48, 0.96, 0.0, 2.6399999999999997]","[Timestamp('2019-08-19 00:00:00'), Timestamp('2019-09-09 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-10-02 00:00:00')]","[21, 276, 20, 16, 21, 3, 35, 18, 1]"
63481,29379658,"[0.48, 1.44, 0.48, 1.92, 1.44, 1.2, 1.44, 1.44, 1.44, 3.36, 1.92]","[Timestamp('2019-08-26 00:00:00'), Timestamp('2019-09-23 00:00:00'), Timestamp('2019-11-12 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-09-09 00:00:00')]","[28, 50, 14, 190, 5, 17, 29, 5, 12, 30, 1]"
63481,29563832,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]","[Timestamp('2019-11-13 00:00:00'), Timestamp('2020-05-27 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-14 00:00:00')]","[196, 30, 27, 7, 11, 4, 1]"
63481,29379667,[3.36],[Timestamp('2019-09-12 00:00:00')],[1]
63481,29379826,"[4.2, 0.48, 1.2]","[Timestamp('2019-09-05 00:00:00'), Timestamp('2020-04-29 00:00:00'), Timestamp('2020-06-03 00:00:00')]","[237, 35, 1]"
63481,29379828,"[0.6, 0.48, 0.48, 0.96, 0.96, 0.48, 1.44, 0.48, 0.96, 0.96, 1.44, 0.0, 3.36]","[Timestamp('2019-08-02 00:00:00'), Timestamp('2019-09-19 00:00:00'), Timestamp('2019-10-07 00:00:00'), Timestamp('2019-10-10 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-08-31 00:00:00'), Timestamp('2020-09-07 00:00:00')]","[48, 18, 3, 138, 113, 8, 11, 14, 11, 14, 17, 7, 1]"
63481,29563836,[0.48],[Timestamp('2019-09-11 00:00:00')],[1]
63481,29379627,"[3.36, 6.72, 3.36, 3.36, 3.36, 6.72, 3.36, 3.36, 6.72, 13.44, 6.72, 0.0, 6.72, 3.36, 3.36]","[Timestamp('2019-08-02 00:00:00'), Timestamp('2019-08-22 00:00:00'), Timestamp('2019-09-12 00:00:00'), Timestamp('2020-05-15 00:00:00'), Timestamp('2020-06-02 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-28 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-12-10 00:00:00')]","[20, 21, 246, 18, 9, 21, 21, 8, 6, 5, 17, 12, 56, 36, 1]"
63481,29379901,[3.36],[Timestamp('2019-10-16 00:00:00')],[1]
63481,29379672,"[0.96, 0.48, 0.96, 0.96, 0.96, 0.96, 0.48]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2020-01-21 00:00:00'), Timestamp('2020-02-20 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-10-06 00:00:00')]","[173, 30, 146, 6, 14, 63, 1]"
63481,29563837,"[1.44, 1.44]","[Timestamp('2019-09-26 00:00:00'), Timestamp('2020-06-18 00:00:00')]","[266, 1]"
