,Material,Wholesaler,HLs,Dates
1135,10947,29756769,"[2.4, 1.2, 1.2, 0.6, 1.8, 1.2, 1.2, 4.2, 5.4, 4.2, 1.8, 1.8, 0.0]","[Timestamp('2019-08-12 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-12-10 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-03-05 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-09-10 00:00:00')]"
1136,10947,29379835,"[4.2, 8.4, 4.2, 4.2, 4.2, 12.6, 12.6, 4.2, 8.4, 4.2, 8.4]","[Timestamp('2019-08-19 00:00:00'), Timestamp('2019-09-24 00:00:00'), Timestamp('2019-10-29 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-17 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-17 00:00:00')]"
1137,10947,29722953,"[0.6, 0.0, 0.6, 0.6]","[Timestamp('2019-08-21 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-09-02 00:00:00')]"
1138,10947,29839429,"[4.2, 0.3]","[Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-08 00:00:00')]"
1139,10947,29379593,"[4.2, 8.4, 8.4, 4.2, 12.6, 12.600000000000001, 8.4, 8.4, 8.4, 16.8, 4.2, 4.2, 4.2]","[Timestamp('2019-09-10 00:00:00'), Timestamp('2020-01-14 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-10-06 00:00:00')]"
1140,10947,29379538,"[1.8, 2.4, 4.2, 4.2, 12.6, 4.2, 16.8, 8.4, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-10-10 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-21 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-02 00:00:00')]"
1141,10947,29379863,"[4.2, 2.4, 1.2, 4.2, 4.2, 1.8, 2.4, 3.0, 8.4, 4.2, 4.2, 2.4, 3.0]","[Timestamp('2019-09-13 00:00:00'), Timestamp('2019-10-10 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2020-01-16 00:00:00'), Timestamp('2020-01-31 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-13 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-09-16 00:00:00')]"
1142,10947,29379623,"[8.4, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-08-08 00:00:00'), Timestamp('2019-09-12 00:00:00'), Timestamp('2020-02-26 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-10-27 00:00:00')]"
1143,10947,29379836,"[4.2, 4.2, 12.6, 4.2, 8.4, 4.2, 4.2, 8.4, 8.4, 8.4, 4.2, 4.2]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-11-14 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-10-13 00:00:00'), Timestamp('2021-01-05 00:00:00')]"
1144,10947,29379842,"[4.2, 4.2, 0.6, 1.2, 1.8, 1.8, 1.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-08-27 00:00:00'), Timestamp('2019-09-17 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2020-01-29 00:00:00'), Timestamp('2020-02-05 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-06-16 00:00:00'), Timestamp('2020-06-22 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-09-22 00:00:00')]"
1145,10947,29379896,"[4.2, 4.2, 4.2, 4.2, 16.8, 16.8, 4.2, 12.6, 4.2]","[Timestamp('2019-09-10 00:00:00'), Timestamp('2019-09-19 00:00:00'), Timestamp('2019-12-12 00:00:00'), Timestamp('2020-02-14 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-10-06 00:00:00')]"
1146,10947,29379628,"[8.4, 4.2, 16.8, 8.4, 25.2, 8.4]","[Timestamp('2019-08-09 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-08-14 00:00:00')]"
1147,10947,29379844,[1.2],[Timestamp('2019-08-23 00:00:00')]
1148,10947,29840997,"[0.6, 0.6, 3.0, 4.2, 4.2, 4.2]","[Timestamp('2020-01-14 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-05-22 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-20 00:00:00')]"
1149,10947,29378933,"[1.2, 2.4]","[Timestamp('2020-02-03 00:00:00'), Timestamp('2020-07-13 00:00:00')]"
1150,10947,29379905,"[0.6, 0.6, 0.6, 4.2, 4.2, 0.0]","[Timestamp('2019-11-25 00:00:00'), Timestamp('2020-02-10 00:00:00'), Timestamp('2020-02-18 00:00:00'), Timestamp('2020-06-16 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-09-14 00:00:00')]"
1151,10947,29379001,"[4.2, 1.2, 4.2, 1.2, 0.6, 1.2, 4.2, 4.2, 1.8, 4.2, 4.2, 12.6, 4.2, 8.4]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-10-18 00:00:00'), Timestamp('2019-11-15 00:00:00'), Timestamp('2020-02-10 00:00:00'), Timestamp('2020-03-10 00:00:00'), Timestamp('2020-04-24 00:00:00'), Timestamp('2020-05-12 00:00:00'), Timestamp('2020-05-22 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-29 00:00:00')]"
1152,10947,29425623,"[4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 0.0, 4.2, 4.2]","[Timestamp('2019-09-03 00:00:00'), Timestamp('2019-10-24 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-09-11 00:00:00'), Timestamp('2020-09-23 00:00:00'), Timestamp('2020-12-29 00:00:00')]"
1153,10947,29379363,[0.6],[Timestamp('2020-08-26 00:00:00')]
1154,10947,29379858,"[4.2, 4.2, 4.2, 4.2, 8.4, 4.2]","[Timestamp('2019-08-07 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-20 00:00:00')]"
1155,10947,29563809,"[3.6, 2.4, 2.4, 1.2, 7.2, 10.8, 9.6, 1.2, 1.2, 8.4, 0.0, 1.2]","[Timestamp('2019-08-07 00:00:00'), Timestamp('2019-09-25 00:00:00'), Timestamp('2019-09-26 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-05-29 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-09-11 00:00:00'), Timestamp('2020-10-27 00:00:00')]"
1156,10947,29379866,"[1.2, 1.2, 2.4, 2.4, 4.2]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-09-30 00:00:00'), Timestamp('2019-10-30 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-06-25 00:00:00')]"
1157,10947,29379845,[0.6],[Timestamp('2020-06-16 00:00:00')]
1158,10947,29379846,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]","[Timestamp('2019-08-19 00:00:00'), Timestamp('2019-11-04 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-10-14 00:00:00')]"
1159,10947,29379681,"[1.2, 1.2]","[Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-30 00:00:00')]"
1160,10947,29379002,"[0.6, 0.6]","[Timestamp('2020-01-13 00:00:00'), Timestamp('2020-02-17 00:00:00')]"
1161,10947,29379840,"[1.2, 1.2, 1.2, 0.0]","[Timestamp('2019-08-26 00:00:00'), Timestamp('2019-10-25 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-09-10 00:00:00')]"
1162,10947,29378896,"[1.2, 0.6, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[Timestamp('2019-08-21 00:00:00'), Timestamp('2019-10-14 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-09-04 00:00:00')]"
1163,10947,29727962,"[0.6, 1.2, 0.6, 0.6, 1.2, 0.6]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-09-09 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-10-27 00:00:00')]"
1164,10947,29379834,"[4.2, 4.2, 4.2, 4.2, 2.4, 1.2, 4.2]","[Timestamp('2019-08-12 00:00:00'), Timestamp('2019-10-07 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-02-07 00:00:00'), Timestamp('2020-06-22 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-04 00:00:00')]"
1165,10947,40002273,[4.2],[Timestamp('2020-09-18 00:00:00')]
1166,10947,29379708,"[8.4, 0.6, 4.2, 4.2, 4.2, 4.2, 1.8]","[Timestamp('2019-08-07 00:00:00'), Timestamp('2020-01-29 00:00:00'), Timestamp('2020-03-05 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-09-25 00:00:00')]"
1167,10947,29379701,"[0.6, 0.6, 0.6, 0.6, 0.6, 2.4, 1.2, 1.2, 0.6]","[Timestamp('2019-08-28 00:00:00'), Timestamp('2019-10-15 00:00:00'), Timestamp('2019-11-20 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-06-02 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-29 00:00:00')]"
1168,10947,29379101,"[2.4, 0.6, 1.8, 1.8, 4.2, 4.2, 0.0, 1.2, 1.8]","[Timestamp('2019-08-09 00:00:00'), Timestamp('2020-02-12 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-09-10 00:00:00'), Timestamp('2020-09-24 00:00:00'), Timestamp('2020-11-03 00:00:00')]"
1169,10947,29379833,"[1.8, 5.4]","[Timestamp('2019-11-22 00:00:00'), Timestamp('2020-06-12 00:00:00')]"
1170,10947,29379686,"[1.2, 4.2]","[Timestamp('2019-12-23 00:00:00'), Timestamp('2020-03-09 00:00:00')]"
1171,10947,29379015,[8.4],[Timestamp('2020-09-03 00:00:00')]
1172,10947,29379664,[2.4],[Timestamp('2019-12-02 00:00:00')]
1173,10947,29996995,[1.2],[Timestamp('2020-10-06 00:00:00')]
1174,10947,29379915,"[4.2, 4.2, 4.2]","[Timestamp('2019-08-28 00:00:00'), Timestamp('2019-10-18 00:00:00'), Timestamp('2019-12-18 00:00:00')]"
1175,10947,29379642,"[0.6, 0.6]","[Timestamp('2019-08-22 00:00:00'), Timestamp('2019-10-24 00:00:00')]"
1176,10947,29974413,"[4.2, 25.2, 8.4, 4.2, 4.2, 8.4, 8.4, 4.2, 16.8, 8.4, 4.2, 8.4, 8.4, 12.6, 8.4, 4.2, 21.0, 12.6, 12.6, 8.4, 21.0, 12.6, 4.2, 12.6, 16.8, 4.2, 8.4, 8.4, 4.2, 4.2, 12.6, 8.4]","[Timestamp('2019-09-04 00:00:00'), Timestamp('2019-09-10 00:00:00'), Timestamp('2019-11-15 00:00:00'), Timestamp('2020-01-06 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-20 00:00:00'), Timestamp('2020-04-23 00:00:00'), Timestamp('2020-04-30 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-02 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-09-08 00:00:00'), Timestamp('2020-09-15 00:00:00'), Timestamp('2020-09-24 00:00:00'), Timestamp('2020-11-17 00:00:00'), Timestamp('2020-12-21 00:00:00'), Timestamp('2021-01-06 00:00:00'), Timestamp('2021-01-20 00:00:00'), Timestamp('2021-01-26 00:00:00'), Timestamp('2021-02-01 00:00:00'), Timestamp('2021-02-08 00:00:00')]"
1177,10947,29446255,"[42.0, 25.2, 29.4, 25.2, 25.2, 21.0, 12.6, 8.4, 4.2, 12.6, 8.4, 16.8, 4.2, 8.4, 8.4, 12.6, 8.4, 8.4, 54.6, 54.6, 54.6, 16.8, 54.6, 54.6, 54.6, 54.6, 54.6, 294.0, 109.2, 63.0, 109.2, 109.2, 109.2, 126.0, 63.0, 54.6, 8.4, 16.8, 8.4]","[Timestamp('2019-08-06 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-09-04 00:00:00'), Timestamp('2019-09-17 00:00:00'), Timestamp('2019-09-24 00:00:00'), Timestamp('2019-11-22 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-12-02 00:00:00'), Timestamp('2019-12-19 00:00:00'), Timestamp('2019-12-26 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-14 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-02-04 00:00:00'), Timestamp('2020-02-10 00:00:00'), Timestamp('2020-02-18 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-04-28 00:00:00'), Timestamp('2020-05-07 00:00:00'), Timestamp('2020-05-11 00:00:00'), Timestamp('2020-05-12 00:00:00'), Timestamp('2020-05-18 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-02 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-10 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-08-31 00:00:00'), Timestamp('2021-02-03 00:00:00'), Timestamp('2021-02-08 00:00:00'), Timestamp('2021-02-16 00:00:00')]"
1178,10947,29804035,"[4.2, 4.2, 8.4, 8.4, 4.2, 4.2, 4.2, 12.6, 4.2, 4.2, 8.4, 8.4, 4.2, 8.4, 12.6, 4.2, 8.4, 8.4, 16.8, 21.0, 21.0, 16.8, 21.0, 8.4, 8.4, 8.4, 0.0, 21.0, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-08-12 00:00:00'), Timestamp('2019-08-19 00:00:00'), Timestamp('2019-08-29 00:00:00'), Timestamp('2019-09-19 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2020-01-29 00:00:00'), Timestamp('2020-02-28 00:00:00'), Timestamp('2020-04-21 00:00:00'), Timestamp('2020-04-23 00:00:00'), Timestamp('2020-04-30 00:00:00'), Timestamp('2020-05-13 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-05-24 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-08-31 00:00:00'), Timestamp('2020-09-04 00:00:00'), Timestamp('2020-10-28 00:00:00'), Timestamp('2021-01-26 00:00:00'), Timestamp('2021-02-09 00:00:00'), Timestamp('2021-02-19 00:00:00')]"
1179,10947,29563563,"[33.6, 8.4, 8.4, 16.8, 8.4, 8.4, 16.8, 16.8, 8.4, 8.4, 16.8, 16.8, 33.6, 25.2, 33.6, 50.4, 8.4, 16.8, 8.4, 16.8, 8.4, 16.8, 8.4, 8.4, 8.4, 8.4, 8.4]","[Timestamp('2019-08-14 00:00:00'), Timestamp('2020-01-15 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-04-02 00:00:00'), Timestamp('2020-04-07 00:00:00'), Timestamp('2020-04-15 00:00:00'), Timestamp('2020-04-28 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-14 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-10-13 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-11-19 00:00:00'), Timestamp('2021-01-21 00:00:00'), Timestamp('2021-02-10 00:00:00')]"
1180,10947,29750335,"[4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 8.4, 8.4, 0.0, 4.2]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-10-14 00:00:00'), Timestamp('2020-01-31 00:00:00'), Timestamp('2020-02-20 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-10-07 00:00:00')]"
1181,10947,29986364,"[4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 8.4, 0.0, 4.2, 8.4, 8.4, 8.4, 4.2, 0.0, 3.0, 3.0, 6.6, 4.2, 4.2]","[Timestamp('2019-11-06 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2020-01-14 00:00:00'), Timestamp('2020-04-15 00:00:00'), Timestamp('2020-04-21 00:00:00'), Timestamp('2020-05-12 00:00:00'), Timestamp('2020-05-22 00:00:00'), Timestamp('2020-05-27 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-10-07 00:00:00'), Timestamp('2020-11-05 00:00:00'), Timestamp('2020-12-11 00:00:00'), Timestamp('2020-12-17 00:00:00'), Timestamp('2021-02-14 00:00:00')]"
1182,10947,29983887,"[4.2, 4.2, 8.4, 4.2, 4.2]","[Timestamp('2019-11-27 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-09-08 00:00:00')]"
1183,33335,29606863,"[4.2, 0.6, 0.6, 0.6, 0.6, 1.2, 1.2, 1.2, 4.2, 8.4, 4.2, 4.2, 4.2, 8.4, 0.6, 0.6]","[Timestamp('2019-09-20 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-17 00:00:00'), Timestamp('2020-01-23 00:00:00'), Timestamp('2020-01-30 00:00:00'), Timestamp('2020-02-27 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-13 00:00:00'), Timestamp('2020-05-27 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-12-28 00:00:00'), Timestamp('2021-02-17 00:00:00')]"
1184,33335,29378784,"[1.2, 0.6, 0.6, 0.6, 0.3, 0.6]","[Timestamp('2019-08-27 00:00:00'), Timestamp('2019-10-25 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-11-02 00:00:00'), Timestamp('2020-12-20 00:00:00')]"
1185,33335,29379853,"[4.2, 4.2, 12.6, 8.4, 8.4, 8.4, 4.2, 12.6, 4.2, 8.4, 12.6, 8.4, 8.4, 21.0, 21.0, 16.8, 21.0, 21.0, 4.2, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-08-21 00:00:00'), Timestamp('2019-12-05 00:00:00'), Timestamp('2020-01-08 00:00:00'), Timestamp('2020-04-15 00:00:00'), Timestamp('2020-04-16 00:00:00'), Timestamp('2020-04-27 00:00:00'), Timestamp('2020-05-02 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-10-07 00:00:00'), Timestamp('2020-12-31 00:00:00'), Timestamp('2021-01-11 00:00:00'), Timestamp('2021-01-19 00:00:00'), Timestamp('2021-02-16 00:00:00')]"
1186,33335,29379855,"[0.6, 0.6, 0.6, 1.2, 0.6, 1.2, 1.2, 4.2, 2.4, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 1.8, 2.4, 0.6, 1.2]","[Timestamp('2019-09-09 00:00:00'), Timestamp('2019-09-18 00:00:00'), Timestamp('2019-10-07 00:00:00'), Timestamp('2019-10-21 00:00:00'), Timestamp('2019-10-28 00:00:00'), Timestamp('2019-11-05 00:00:00'), Timestamp('2020-02-09 00:00:00'), Timestamp('2020-03-16 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-18 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-10-01 00:00:00'), Timestamp('2020-10-08 00:00:00'), Timestamp('2020-10-12 00:00:00'), Timestamp('2021-02-08 00:00:00')]"
1187,33335,29379861,"[4.2, 1.8, 1.8, 1.2, 1.8, 0.6, 0.6, 0.6, 1.2, 1.8, 4.2, 4.2, 4.2, 12.600000000000001, 4.2, 4.2, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]","[Timestamp('2019-08-06 00:00:00'), Timestamp('2019-08-12 00:00:00'), Timestamp('2019-08-22 00:00:00'), Timestamp('2019-08-29 00:00:00'), Timestamp('2019-09-09 00:00:00'), Timestamp('2019-10-22 00:00:00'), Timestamp('2019-10-28 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2019-12-17 00:00:00'), Timestamp('2020-01-28 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-10 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-09-15 00:00:00'), Timestamp('2020-09-21 00:00:00'), Timestamp('2020-09-28 00:00:00'), Timestamp('2020-10-09 00:00:00')]"
1188,33335,29379635,"[0.6, 0.6, 0.6, 0.6, 1.2, 0.3, 1.2, 0.6, 0.6, 1.2, 0.0, 0.6, 0.6]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-12-26 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-21 00:00:00'), Timestamp('2020-03-13 00:00:00'), Timestamp('2020-05-22 00:00:00'), Timestamp('2020-06-16 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-03 00:00:00'), Timestamp('2020-09-10 00:00:00'), Timestamp('2020-10-16 00:00:00'), Timestamp('2021-02-05 00:00:00')]"
